Filename;ClassId
dataset\data/traffic_sign_interiit/dataset/New/Train/47\10063.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\1012.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\11294.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\1301.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\13919.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\14012.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\14331.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\14397.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\14776.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\17956.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\21290.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\22428.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\3236.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\394.jpg;47
dataset\data/traffic_sign_interiit/dataset/New/Train/47\8022.jpg;47
