Filename;ClassId
dataset\data/traffic_sign_interiit/dataset/New/Train/43\10446.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\10570.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\12001.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\13073.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\13497.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\13802.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\14663.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\15332.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\16921.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\17912.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\17985.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\18071.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\1891.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\18935.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\2298.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\3448.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\3691.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\4256.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\4918.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\505.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\5992.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\7443.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\8012.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\9356.jpg;43
dataset\data/traffic_sign_interiit/dataset/New/Train/43\9401.jpg;43
